Object ID,Class,Track History
4221,6,"[(6, 775.5042724609375, 104.68790435791016), (6, 763.12890625, 85.7487564086914), (6, 764.2197265625, 81.75534057617188), (6, 765.9286499023438, 82.71261596679688), (6, 769.3375244140625, 81.57064819335938), (6, 773.192138671875, 77.60386657714844), (6, 772.9585571289062, 75.95866394042969), (6, 774.2267456054688, 75.26715850830078), (6, 776.77734375, 74.7672119140625), (6, 777.902099609375, 73.30794525146484), (6, 780.53125, 70.93092346191406), (6, 783.5970458984375, 71.69734191894531)]"
4224,2,"[(2, 800.484130859375, 548.5850219726562), (2, 651.0994873046875, 536.5394897460938), (2, 546.7105712890625, 536.2608032226562), (2, 451.1476135253906, 533.1138305664062)]"
4227,6,"[(6, 1808.36083984375, 327.79736328125), (6, 1661.35546875, 308.3980407714844), (6, 1587.9840087890625, 290.6583251953125), (6, 1509.184814453125, 279.7026672363281), (6, 1436.60400390625, 255.30038452148438), (6, 1370.20654296875, 237.06533813476562), (6, 1334.7286376953125, 234.33392333984375), (6, 1296.8642578125, 230.77188110351562), (6, 1282.97021484375, 227.3905029296875), (6, 1267.48486328125, 221.06011962890625), (6, 1254.285400390625, 217.3733367919922), (6, 1239.7872314453125, 215.2310791015625), (6, 1222.22412109375, 213.19412231445312), (6, 1210.189208984375, 210.98223876953125), (6, 1196.8427734375, 209.6192169189453), (6, 1184.3345947265625, 207.12701416015625), (6, 1174.019775390625, 198.77536010742188), (6, 1165.0982666015625, 189.50918579101562), (6, 1151.8759765625, 191.35809326171875), (6, 1141.5146484375, 191.6256103515625), (6, 1129.453369140625, 186.98272705078125), (6, 1115.342041015625, 183.0949249267578), (6, 1105.0025634765625, 182.71359252929688), (6, 1095.36376953125, 181.40110778808594), (6, 1085.139404296875, 173.38986206054688), (6, 1074.3455810546875, 168.7280731201172), (6, 1063.7760009765625, 163.92025756835938), (6, 1051.988037109375, 161.67105102539062), (6, 1043.2393798828125, 157.75958251953125), (6, 1034.05859375, 157.12135314941406), (6, 1024.0904541015625, 156.22418212890625), (6, 1015.0801391601562, 156.17819213867188), (6, 1008.9064331054688, 154.8779296875), (6, 1003.1441650390625, 155.08348083496094), (6, 989.343994140625, 154.58074951171875), (6, 981.7698974609375, 149.86199951171875), (6, 975.9058227539062, 148.33474731445312), (6, 968.9393920898438, 147.16366577148438), (6, 961.1190185546875, 146.5795135498047), (6, 952.9053955078125, 142.8759002685547), (6, 945.3331298828125, 140.9528350830078), (6, 937.83447265625, 138.6224365234375), (6, 933.3126220703125, 137.95533752441406), (6, 928.477783203125, 136.1670379638672), (6, 922.4323120117188, 135.91839599609375), (6, 917.3829345703125, 135.00839233398438), (6, 910.75, 134.22384643554688), (6, 905.750732421875, 131.48406982421875), (6, 861.6192626953125, 104.59162902832031)]"
4229,6,"[(6, 849.5843505859375, 74.26351165771484)]"
4230,2,"[(2, 1020.5859375, 711.525390625), (2, 630.2364501953125, 717.8314208984375), (2, 411.5824279785156, 713.1389770507812), (2, 294.87139892578125, 712.2412109375), (2, 222.71128845214844, 701.9490966796875), (2, 156.57569885253906, 717.4129638671875)]"
4236,6,"[(6, 1194.468994140625, 116.39285278320312), (6, 1195.1751708984375, 116.48112487792969), (6, 1194.705322265625, 115.37313842773438), (6, 1194.472900390625, 115.59207153320312), (6, 1194.4434814453125, 116.23223876953125), (6, 1194.1688232421875, 115.32438659667969), (6, 1194.310791015625, 115.56368255615234), (6, 1194.46875, 116.90023803710938), (6, 1194.5855712890625, 117.3489990234375), (6, 1195.064697265625, 117.68035888671875), (6, 1195.440185546875, 118.69673919677734), (6, 1195.701904296875, 119.56044006347656), (6, 1195.314697265625, 119.96571350097656), (6, 1195.102783203125, 119.97201538085938), (6, 1194.9522705078125, 119.6397476196289), (6, 1194.86376953125, 119.27798461914062), (6, 1194.81787109375, 118.999755859375), (6, 1194.653076171875, 118.93719482421875), (6, 1194.6571044921875, 118.57139587402344), (6, 1194.58642578125, 118.39784240722656), (6, 1195.1668701171875, 117.68341064453125), (6, 1195.1981201171875, 117.55207061767578), (6, 1195.40185546875, 117.74177551269531), (6, 1195.230224609375, 117.58453369140625), (6, 1193.1007080078125, 115.15238952636719), (6, 1194.3740234375, 107.36567687988281), (6, 1194.3316650390625, 114.883544921875), (6, 1195.121337890625, 118.87892150878906), (6, 1195.9461669921875, 120.11686706542969), (6, 1196.0230712890625, 121.35804748535156), (6, 1196.2445068359375, 122.82935333251953), (6, 1196.3594970703125, 123.82522583007812), (6, 1196.48193359375, 125.04878234863281), (6, 1196.239501953125, 124.36376953125), (6, 1196.149658203125, 123.9461898803711), (6, 1196.023681640625, 123.48989868164062), (6, 1195.98828125, 123.21734619140625), (6, 1196.0479736328125, 123.37210083007812), (6, 1196.051025390625, 123.4277114868164), (6, 1196.056884765625, 123.28646087646484), (6, 1195.948974609375, 123.16548919677734), (6, 1195.93310546875, 123.36724853515625), (6, 1196.078369140625, 124.05070495605469), (6, 1196.166259765625, 124.40769958496094), (6, 1196.15966796875, 124.27082061767578), (6, 1196.2054443359375, 124.00088500976562), (6, 1196.275634765625, 124.07614135742188), (6, 1196.26513671875, 123.92802429199219), (6, 1196.28271484375, 123.78645324707031), (6, 1196.2984619140625, 123.80792999267578), (6, 1196.3223876953125, 123.80329895019531), (6, 1196.2802734375, 123.53861999511719), (6, 1196.2398681640625, 123.47334289550781), (6, 1196.16943359375, 123.10404968261719), (6, 1196.10791015625, 122.88204193115234), (6, 1196.01220703125, 122.64637756347656), (6, 1195.93994140625, 122.43125915527344), (6, 1195.777587890625, 122.5853500366211), (6, 1195.654052734375, 122.78579711914062), (6, 1195.55810546875, 122.99525451660156), (6, 1195.48583984375, 122.96717834472656), (6, 1195.489501953125, 123.2977294921875), (6, 1195.4580078125, 123.33512878417969), (6, 1195.41357421875, 123.35121154785156), (6, 1195.408203125, 123.39212036132812), (6, 1195.4476318359375, 123.57635498046875), (6, 1195.456298828125, 123.54318237304688), (6, 1195.4677734375, 123.56353759765625), (6, 1195.412109375, 123.3597183227539), (6, 1195.473876953125, 123.44511413574219), (6, 1195.547119140625, 123.63125610351562), (6, 1195.6158447265625, 123.70121765136719), (6, 1195.6318359375, 123.65756225585938), (6, 1195.5994873046875, 123.46485900878906), (6, 1195.552001953125, 123.04472351074219), (6, 1195.5428466796875, 122.2839126586914), (6, 1195.530517578125, 122.00125885009766), (6, 1195.567138671875, 122.01383209228516), (6, 1195.58984375, 122.07402038574219), (6, 1195.546630859375, 121.98141479492188), (6, 1195.5146484375, 121.89395141601562), (6, 1195.45068359375, 122.2318115234375), (6, 1195.382568359375, 122.8344955444336), (6, 1195.3388671875, 122.90869140625), (6, 1195.290771484375, 123.06889343261719), (6, 1195.16259765625, 122.66197204589844), (6, 1195.211181640625, 122.89042663574219), (6, 1195.1630859375, 122.69998931884766), (6, 1195.209228515625, 122.62850952148438), (6, 1195.2095947265625, 122.56216430664062), (6, 1195.1431884765625, 122.58137512207031), (6, 1195.1585693359375, 122.6263198852539), (6, 1195.1875, 122.6297607421875), (6, 1195.238037109375, 122.9044189453125), (6, 1195.3316650390625, 123.37239074707031), (6, 1195.509521484375, 123.88417053222656), (6, 1195.30517578125, 123.47584533691406), (6, 1195.4287109375, 123.68122100830078), (6, 1195.580810546875, 124.18098449707031), (6, 1195.646728515625, 124.00712585449219), (6, 1195.675537109375, 123.51496887207031), (6, 1196.277099609375, 123.45491790771484), (6, 1195.6265869140625, 123.18307495117188), (6, 1195.3837890625, 122.95939636230469), (6, 1195.21337890625, 122.6457748413086), (6, 1195.03857421875, 122.73332977294922), (6, 1194.79296875, 122.6054916381836), (6, 1193.79833984375, 122.27436828613281), (6, 1193.304443359375, 122.13082885742188), (6, 1192.9725341796875, 122.16714477539062), (6, 1192.738037109375, 121.98910522460938), (6, 1192.5693359375, 121.43244934082031), (6, 1192.27490234375, 121.0491943359375), (6, 1192.16796875, 120.60734558105469), (6, 1192.24169921875, 120.55563354492188), (6, 1192.0771484375, 120.48457336425781), (6, 1191.781494140625, 120.26522827148438), (6, 1191.71875, 120.30970764160156), (6, 1191.6663818359375, 120.60850524902344), (6, 1191.77734375, 120.77742004394531), (6, 1191.97509765625, 121.1455078125), (6, 1191.89306640625, 121.10377502441406), (6, 1191.869140625, 121.07647705078125), (6, 1192.055419921875, 120.69026184082031), (6, 1192.3472900390625, 121.20637512207031), (6, 1192.603271484375, 121.77345275878906), (6, 1192.789794921875, 121.94313049316406), (6, 1192.7547607421875, 122.12669372558594), (6, 1192.776123046875, 122.19955444335938), (6, 1192.714111328125, 122.06004333496094), (6, 1192.7578125, 122.19003295898438), (6, 1193.3956298828125, 122.30770874023438), (6, 1193.5015869140625, 122.3389892578125), (6, 1193.49853515625, 121.86012268066406), (6, 1193.34130859375, 120.90364074707031), (6, 1193.708740234375, 120.8479995727539), (6, 1194.074462890625, 121.1483154296875), (6, 1194.3310546875, 121.5207290649414), (6, 1194.267578125, 122.28339385986328), (6, 1194.439697265625, 122.21050262451172), (6, 1194.570556640625, 121.9683837890625), (6, 1194.7568359375, 122.58184051513672), (6, 1194.62841796875, 124.87162780761719), (6, 1194.87255859375, 124.8027572631836), (6, 1195.0126953125, 123.99128723144531), (6, 1195.288818359375, 123.16410064697266), (6, 1195.6661376953125, 122.74262237548828), (6, 1195.871337890625, 122.72259521484375), (6, 1195.7457275390625, 122.54026794433594), (6, 1195.803955078125, 122.52339935302734), (6, 1195.5616455078125, 121.96647644042969), (6, 1195.53759765625, 121.970703125), (6, 1195.660888671875, 122.3229751586914), (6, 1195.792236328125, 123.07545471191406), (6, 1195.71142578125, 122.86302947998047), (6, 1195.939453125, 123.59898376464844), (6, 1195.9462890625, 123.46800231933594), (6, 1195.7352294921875, 123.1783676147461), (6, 1195.6434326171875, 123.03048706054688), (6, 1195.7528076171875, 122.81814575195312), (6, 1195.8360595703125, 122.50759887695312), (6, 1195.9117431640625, 122.90054321289062), (6, 1196.14599609375, 122.67786407470703), (6, 1196.466552734375, 122.84628295898438), (6, 1196.584228515625, 123.35633087158203), (6, 1196.4951171875, 122.70950317382812), (6, 1195.2431640625, 120.67745971679688), (6, 1195.5869140625, 121.80142974853516), (6, 1194.09033203125, 124.2148208618164), (6, 1195.4052734375, 124.79067993164062), (6, 1195.7431640625, 125.17071533203125), (6, 1195.49560546875, 126.18522644042969), (6, 1195.731201171875, 126.19711303710938), (6, 1196.609375, 126.2144775390625), (6, 1197.2598876953125, 125.76116943359375), (6, 1197.5869140625, 124.86933898925781), (6, 1194.512451171875, 124.61368560791016), (6, 1193.8321533203125, 124.83646392822266), (6, 1194.05615234375, 124.68677520751953), (6, 1194.4853515625, 125.94599914550781), (6, 1194.4501953125, 126.92927551269531), (6, 1194.04736328125, 126.370849609375), (6, 1193.2376708984375, 125.41726684570312), (6, 1194.22216796875, 126.18497467041016), (6, 1195.1107177734375, 127.3152084350586), (6, 1195.126220703125, 127.74147033691406), (6, 1194.5771484375, 128.7216796875), (6, 1194.765625, 129.55763244628906), (6, 1195.1513671875, 129.65499877929688), (6, 1194.62060546875, 129.62588500976562), (6, 1195.120361328125, 129.60459899902344), (6, 1195.35205078125, 129.4869384765625), (6, 1195.490966796875, 128.93487548828125), (6, 1195.37939453125, 128.61720275878906), (6, 1195.3565673828125, 128.3242950439453), (6, 1195.10791015625, 128.58226013183594), (6, 1194.9130859375, 128.64317321777344), (6, 1194.153076171875, 128.35748291015625), (6, 1194.3837890625, 128.0872802734375), (6, 1194.8912353515625, 127.97865295410156), (6, 1195.1640625, 127.77406311035156), (6, 1195.1326904296875, 127.71096801757812), (6, 1194.56591796875, 127.611083984375), (6, 1194.368408203125, 127.5211181640625), (6, 1193.155517578125, 127.39607238769531), (6, 1192.5584716796875, 127.4924545288086), (6, 1192.2442626953125, 127.72876739501953), (6, 1191.99755859375, 127.7647933959961), (6, 1192.0699462890625, 127.95954132080078), (6, 1192.5711669921875, 128.0826416015625), (6, 1191.7794189453125, 128.1046142578125), (6, 1191.5618896484375, 128.12644958496094), (6, 1191.6923828125, 128.25173950195312), (6, 1192.0013427734375, 127.97933959960938), (6, 1192.125732421875, 127.87323760986328), (6, 1192.2998046875, 127.71903991699219), (6, 1192.49169921875, 127.95909118652344), (6, 1193.03955078125, 128.2943572998047), (6, 1193.0989990234375, 128.1399688720703), (6, 1192.728515625, 127.66427612304688), (6, 1192.097900390625, 127.40853881835938), (6, 1191.54443359375, 127.18419647216797), (6, 1191.2891845703125, 127.02729797363281), (6, 1190.932861328125, 126.87329864501953), (6, 1190.665283203125, 126.77256774902344), (6, 1190.61083984375, 126.62799072265625), (6, 1190.91162109375, 126.46634674072266), (6, 1191.166748046875, 126.29896545410156), (6, 1191.575439453125, 126.58090209960938), (6, 1191.507080078125, 126.82026672363281), (6, 1191.0296630859375, 126.47959899902344), (6, 1190.675537109375, 126.22490692138672), (6, 1190.553466796875, 126.2819595336914), (6, 1190.7379150390625, 126.46124267578125), (6, 1190.6845703125, 125.95899963378906), (6, 1190.782958984375, 125.5062255859375), (6, 1191.13134765625, 125.43696594238281), (6, 1190.8939208984375, 125.53758239746094), (6, 1190.612548828125, 125.62763977050781), (6, 1190.71923828125, 125.74714660644531), (6, 1191.5570068359375, 125.92672729492188), (6, 1192.3896484375, 125.88574981689453), (6, 1192.9014892578125, 125.69122314453125), (6, 1193.397216796875, 125.52125549316406), (6, 1193.7259521484375, 125.57189178466797), (6, 1194.1431884765625, 125.60060119628906), (6, 1194.024658203125, 125.69954681396484), (6, 1194.3211669921875, 125.41905212402344), (6, 1193.8951416015625, 125.34419250488281), (6, 1194.1297607421875, 124.98411560058594), (6, 1194.16259765625, 124.73321533203125), (6, 1195.3720703125, 124.48818969726562), (6, 1195.6522216796875, 123.72621154785156), (6, 1195.732421875, 123.22900390625), (6, 1195.791748046875, 123.21903991699219), (6, 1195.9144287109375, 122.26222229003906), (6, 1195.767333984375, 122.15728759765625), (6, 1195.9549560546875, 121.23175811767578), (6, 1194.4266357421875, 119.78070068359375), (6, 1193.4534912109375, 120.85162353515625)]"
4237,2,"[(2, 1798.9312744140625, 851.1361083984375)]"
4240,2,"[(2, 1709.0709228515625, 823.9212646484375), (2, 1431.29150390625, 858.9678344726562), (2, 1190.8387451171875, 853.482177734375), (2, 928.789306640625, 856.0831298828125), (2, 715.9058837890625, 853.7821044921875), (2, 585.791015625, 844.53076171875), (2, 475.4156799316406, 840.5838012695312), (2, 390.7253723144531, 833.0675659179688), (2, 352.3433532714844, 832.6605834960938), (2, 313.5667419433594, 829.1070556640625), (2, 262.47314453125, 814.58740234375), (2, 211.0242919921875, 800.1152954101562), (2, 166.15736389160156, 792.8367919921875), (2, 124.08448791503906, 762.755859375)]"
4242,6,"[(6, 1137.582275390625, 116.97711181640625), (6, 1138.619384765625, 115.25592041015625)]"
4241,3,"[(3, 1200.7884521484375, 413.1656799316406), (3, 980.4918212890625, 407.7603759765625), (3, 793.4633178710938, 408.23065185546875), (3, 584.0780029296875, 416.03515625), (3, 487.0353698730469, 414.69189453125), (3, 406.62347412109375, 403.8382263183594), (3, 325.8138732910156, 407.89776611328125), (5, 274.3106994628906, 405.5103759765625), (5, 252.1767120361328, 408.2008056640625), (5, 223.57601928710938, 410.7976989746094), (5, 199.6107940673828, 430.03631591796875), (5, 169.8627471923828, 437.4037170410156), (5, 143.64646911621094, 435.7392578125)]"
4245,2,"[(2, 1878.53271484375, 696.402587890625), (2, 1811.3447265625, 722.120849609375), (2, 1728.4052734375, 727.9028930664062), (2, 1636.843994140625, 739.5631103515625), (2, 1513.1845703125, 736.5272216796875), (2, 448.99212646484375, 695.06494140625)]"
4247,6,"[(6, 837.519287109375, 79.79786682128906), (6, 843.5538330078125, 74.24021911621094), (6, 847.1885375976562, 70.4061279296875), (6, 873.6665649414062, 55.591163635253906), (6, 898.620849609375, 40.24651336669922), (6, 907.0001831054688, 41.89064407348633), (6, 909.3115234375, 40.6494140625), (6, 918.9171142578125, 37.68855285644531), (6, 918.962646484375, 37.47648620605469), (6, 924.1430053710938, 36.4853630065918), (6, 927.5382080078125, 34.57543182373047)]"
4248,2,"[(2, 1106.99365234375, 807.3414306640625), (2, 268.42962646484375, 792.5973510742188)]"
4249,2,"[(2, 1705.545654296875, 902.1798095703125), (2, 1524.83447265625, 911.8677978515625), (2, 1312.1885986328125, 916.0468139648438), (2, 1000.47265625, 910.1765747070312), (2, 617.8961791992188, 890.9295654296875), (2, 452.54632568359375, 860.9750366210938), (2, 324.7471923828125, 856.1687622070312)]"
4252,6,"[(6, 1233.10888671875, 73.3886947631836), (6, 1236.125244140625, 82.94893646240234), (6, 1239.9678955078125, 79.65693664550781), (6, 1240.25439453125, 79.6490249633789), (6, 1242.7791748046875, 80.85148620605469), (6, 1243.3353271484375, 86.3176040649414), (6, 1245.814453125, 87.64437103271484), (6, 1246.752197265625, 84.8357925415039), (6, 1247.332763671875, 89.94657897949219), (6, 1247.625732421875, 98.53829193115234), (6, 1247.6533203125, 102.69764709472656), (6, 1248.538330078125, 104.03841400146484), (6, 1249.632080078125, 105.84513854980469), (6, 1250.1241455078125, 106.17010498046875), (6, 1250.5849609375, 107.32449340820312), (6, 1250.851318359375, 108.86962890625), (6, 1250.614501953125, 110.30476379394531), (6, 1250.947265625, 111.78208923339844), (6, 1250.9415283203125, 111.42172241210938), (6, 1250.4910888671875, 111.511474609375), (6, 1250.431884765625, 112.25384521484375), (6, 1250.704345703125, 112.59109497070312), (6, 1250.8250732421875, 113.00846862792969), (6, 1250.4996337890625, 114.173095703125), (6, 1250.2938232421875, 116.19705963134766), (6, 1250.374755859375, 117.87353515625), (6, 1250.982421875, 120.3017578125), (6, 1251.23291015625, 121.269775390625), (6, 1250.9600830078125, 121.30282592773438), (6, 1250.6181640625, 121.42616271972656), (6, 1250.220703125, 121.14856719970703), (6, 1250.16162109375, 122.81439208984375), (6, 1250.144287109375, 123.07850646972656), (6, 1250.526611328125, 123.87213897705078), (6, 1250.834716796875, 122.85504150390625), (6, 1251.6705322265625, 121.294921875), (6, 1251.9473876953125, 121.56692504882812), (6, 1252.5931396484375, 121.36312866210938), (6, 1253.0789794921875, 120.95716094970703), (6, 1253.941162109375, 121.08525848388672), (6, 1254.5418701171875, 121.40336608886719), (6, 1255.1768798828125, 121.81158447265625), (6, 1255.33203125, 121.55621337890625), (6, 1255.8074951171875, 123.77027893066406), (6, 1255.9700927734375, 124.55230712890625), (6, 1256.25341796875, 124.34004211425781), (6, 1256.38427734375, 124.29310607910156), (6, 1256.441650390625, 124.2840576171875), (6, 1256.3741455078125, 124.08715057373047), (6, 1256.42431640625, 123.85326385498047), (6, 1256.4921875, 123.91024780273438), (6, 1256.523681640625, 124.10832214355469), (6, 1256.3427734375, 123.96146392822266), (6, 1256.208740234375, 123.95223236083984), (6, 1255.98046875, 123.64991760253906), (6, 1256.009521484375, 123.43323516845703), (6, 1255.9908447265625, 123.60620880126953), (6, 1256.095458984375, 124.23953247070312), (6, 1256.067138671875, 124.51886749267578), (6, 1256.0185546875, 124.95143127441406), (6, 1255.83984375, 125.17877197265625), (6, 1255.75927734375, 125.30258178710938), (6, 1255.85595703125, 124.83090209960938), (6, 1256.224365234375, 124.98446655273438), (6, 1256.028076171875, 125.78257751464844), (6, 1255.88623046875, 126.29454803466797), (6, 1255.7200927734375, 126.49578094482422), (6, 1255.35400390625, 126.46458435058594), (6, 1254.7908935546875, 126.11329650878906), (6, 1254.68798828125, 125.56319427490234), (6, 1254.8509521484375, 125.54976654052734), (6, 1254.221923828125, 126.00161743164062), (6, 1254.060546875, 126.54257202148438), (6, 1254.105224609375, 126.6474380493164), (6, 1253.923095703125, 126.55509948730469), (6, 1253.7838134765625, 126.27850341796875), (6, 1254.0743408203125, 125.99098205566406), (6, 1254.7413330078125, 125.64073181152344), (6, 1255.414794921875, 125.09620666503906), (6, 1255.420654296875, 125.06202697753906), (6, 1253.1094970703125, 121.63453674316406), (6, 1252.663818359375, 122.6080093383789), (6, 1252.2806396484375, 123.85466003417969), (6, 1252.510009765625, 123.88497924804688), (6, 1252.9197998046875, 124.69992065429688), (6, 1251.9688720703125, 125.76315307617188), (6, 1253.32373046875, 125.31031799316406), (6, 1253.3758544921875, 122.90377807617188), (6, 1254.021240234375, 121.75679016113281), (6, 1257.603759765625, 122.74652862548828), (6, 1258.0916748046875, 122.09803771972656), (6, 1256.935791015625, 121.85084533691406), (6, 1259.1490478515625, 120.54513549804688)]"
4254,6,"[(6, 1623.8619384765625, 259.67059326171875), (2, 1438.2784423828125, 224.38064575195312), (6, 1202.965576171875, 182.6309051513672), (6, 1102.5970458984375, 170.91201782226562), (6, 1062.23095703125, 158.8524932861328), (6, 1023.5580444335938, 155.44969177246094), (6, 988.8145751953125, 151.49009704589844), (6, 947.8641357421875, 148.93580627441406), (6, 913.577880859375, 144.3310089111328), (6, 878.2099609375, 139.01441955566406), (6, 843.1092529296875, 125.66062927246094), (6, 813.3094482421875, 124.342041015625), (6, 783.2744140625, 127.38594055175781), (6, 755.007080078125, 126.71559143066406), (6, 727.7003784179688, 126.81885528564453), (6, 702.8939208984375, 126.74539184570312), (6, 677.4762573242188, 126.32606506347656), (6, 651.7008056640625, 124.6899185180664), (6, 628.3726196289062, 124.84779357910156), (6, 608.3517456054688, 124.93031311035156), (6, 589.7720947265625, 118.4451904296875), (6, 570.3172607421875, 118.563232421875), (6, 565.784912109375, 119.3653564453125), (6, 548.13037109375, 114.58866882324219), (6, 525.474609375, 110.53294372558594), (6, 511.2115478515625, 107.13945007324219), (6, 495.43231201171875, 111.33035278320312)]"
4256,6,"[(6, 31.16329002380371, 201.26113891601562), (6, 45.20401382446289, 202.83448791503906), (6, 56.5443115234375, 201.6312255859375), (6, 69.2727279663086, 205.40000915527344), (6, 79.9862060546875, 201.26641845703125), (6, 94.94588470458984, 197.2237091064453), (6, 127.14328002929688, 196.9449462890625), (6, 137.81170654296875, 192.84930419921875), (6, 164.00497436523438, 188.32286071777344), (6, 188.54421997070312, 192.3296356201172), (6, 215.24867248535156, 187.87832641601562), (6, 246.45748901367188, 178.61831665039062), (6, 273.76934814453125, 184.3349151611328), (6, 304.08978271484375, 180.79440307617188), (6, 336.256591796875, 179.4515380859375), (6, 369.86090087890625, 174.56320190429688), (6, 406.48785400390625, 170.34730529785156), (6, 446.7974548339844, 175.32933044433594), (6, 488.06512451171875, 175.01466369628906), (6, 530.5056762695312, 176.38766479492188), (6, 575.33837890625, 175.299072265625), (6, 624.3009643554688, 179.1246795654297), (6, 672.2340087890625, 179.29248046875), (6, 724.1708374023438, 180.22500610351562), (6, 777.7449340820312, 182.45274353027344), (6, 836.39599609375, 185.738525390625), (6, 891.3280029296875, 186.57492065429688), (6, 952.208251953125, 188.92868041992188), (6, 1012.1923828125, 189.36236572265625), (6, 1071.533447265625, 191.59893798828125), (6, 1123.084716796875, 191.73416137695312), (2, 1183.29931640625, 197.033447265625), (6, 1197.986328125, 199.73992919921875), (6, 1214.267578125, 201.3109893798828), (6, 1252.541748046875, 206.45919799804688), (6, 1274.7794189453125, 205.3014678955078), (6, 1322.0419921875, 208.3683624267578), (2, 1363.17919921875, 212.03646850585938), (6, 1395.5985107421875, 217.4608612060547), (6, 1438.384033203125, 224.535400390625), (6, 1473.692626953125, 226.6138153076172), (6, 1501.2152099609375, 228.4888458251953), (6, 1527.5718994140625, 230.0787811279297), (6, 1552.5277099609375, 230.83340454101562), (6, 1584.361572265625, 234.3262939453125), (6, 1612.893310546875, 235.2769775390625)]"
4257,4,"[(4, 17.214881896972656, 206.86355590820312)]"
4259,6,"[(6, 62.31929016113281, 299.32470703125), (6, 195.3515625, 290.5585632324219), (6, 381.6683044433594, 284.74664306640625), (6, 602.195068359375, 283.71185302734375), (6, 630.8360595703125, 284.25494384765625), (6, 694.4376220703125, 285.3987121582031), (6, 792.3536376953125, 285.64337158203125), (6, 867.7337036132812, 287.9037780761719), (6, 943.8335571289062, 286.7395935058594), (6, 1014.3507690429688, 284.5680236816406), (6, 1079.10986328125, 284.0905456542969), (6, 1119.20947265625, 289.01043701171875), (6, 1148.7158203125, 288.617431640625), (6, 1184.879150390625, 287.16790771484375), (6, 1224.35107421875, 286.98577880859375), (6, 1260.975341796875, 288.53302001953125), (6, 1292.479248046875, 284.9759521484375), (6, 1327.40576171875, 292.6787109375), (6, 1367.615966796875, 276.9552917480469), (6, 1402.72021484375, 279.9607849121094), (6, 1434.8291015625, 278.9126281738281), (6, 1467.75244140625, 281.21124267578125), (6, 1501.239501953125, 284.21685791015625), (6, 1531.224365234375, 296.7578125), (6, 1561.59033203125, 305.0003662109375), (6, 1590.9796142578125, 310.11309814453125), (6, 1621.263427734375, 307.4835510253906), (6, 1640.236083984375, 308.6470642089844), (6, 1671.2852783203125, 309.5682678222656), (6, 1699.357666015625, 310.17657470703125), (6, 1725.5687255859375, 317.9834289550781), (6, 1747.891845703125, 320.3592529296875), (6, 1774.8682861328125, 320.60650634765625), (6, 1796.14453125, 320.46478271484375), (6, 1816.9476318359375, 319.97021484375), (6, 1837.2255859375, 322.310546875), (6, 1856.0889892578125, 323.9951477050781), (6, 1873.356689453125, 326.900390625), (6, 1880.8125, 327.3546447753906)]"
4260,6,"[(6, 43.85691452026367, 254.08505249023438)]"
4261,2,"[(2, 1352.9991455078125, 130.50233459472656), (2, 1360.3966064453125, 131.90029907226562), (2, 1370.518798828125, 136.79998779296875), (2, 1379.9945068359375, 145.00454711914062), (2, 1386.62548828125, 146.95718383789062), (2, 1389.469970703125, 148.07078552246094), (2, 1394.256591796875, 150.25865173339844), (2, 1399.230224609375, 148.35235595703125), (2, 1400.99072265625, 148.54598999023438), (2, 1406.995849609375, 146.8661346435547), (2, 1410.5311279296875, 148.21676635742188), (2, 1412.32421875, 148.17837524414062), (2, 1416.196044921875, 149.04611206054688), (2, 1422.773193359375, 154.7701873779297), (2, 1424.658447265625, 155.32070922851562), (2, 1422.516357421875, 157.98370361328125), (2, 1427.47265625, 152.57106018066406), (2, 1433.32421875, 154.1424102783203), (2, 1433.772705078125, 161.1311798095703), (2, 1435.629638671875, 161.95144653320312), (2, 1438.8359375, 161.49642944335938), (2, 1442.6385498046875, 161.16604614257812), (2, 1444.829833984375, 160.52456665039062), (2, 1448.7579345703125, 159.38510131835938), (2, 1449.6136474609375, 160.15525817871094), (2, 1447.4959716796875, 162.13916015625), (2, 1448.655517578125, 172.1210479736328), (2, 1450.267822265625, 175.63050842285156), (2, 1454.1026611328125, 170.58358764648438), (2, 1462.9307861328125, 175.50726318359375), (2, 1455.3917236328125, 163.06610107421875), (2, 1449.23779296875, 159.92027282714844), (2, 1452.16943359375, 159.0782928466797), (2, 1453.8248291015625, 158.44639587402344), (2, 1444.6181640625, 162.52587890625), (2, 1446.61083984375, 163.91015625), (2, 1454.4783935546875, 164.19830322265625), (2, 1457.586181640625, 162.83657836914062), (2, 1462.903076171875, 163.2820281982422), (2, 1460.044189453125, 164.33885192871094), (2, 1461.998046875, 165.10671997070312), (2, 1465.349609375, 166.26339721679688), (2, 1469.95166015625, 168.2650146484375), (2, 1469.35302734375, 170.19053649902344), (2, 1454.722900390625, 168.8005828857422), (2, 1452.1617431640625, 171.21945190429688), (2, 1444.883056640625, 177.59268188476562), (2, 1443.645263671875, 185.76963806152344), (2, 1459.32177734375, 188.062744140625), (2, 1489.8221435546875, 194.75941467285156), (2, 1478.833740234375, 191.03823852539062), (2, 1467.4276123046875, 191.65713500976562)]"
4262,6,"[(6, 206.90255737304688, 225.0118408203125), (6, 335.1728515625, 229.28988647460938), (6, 419.1407470703125, 219.2232208251953), (6, 497.70001220703125, 212.85548400878906), (6, 568.3599853515625, 205.68255615234375), (6, 642.6126708984375, 207.39105224609375)]"
